participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
TXNOY,Female,ser,19,delta,0.2842199678147206,2.4384571986647248,5.425,4.759375,6.7375
TXNOY,Female,ser,20,delta,0.361135429342355,2.4960291429909747,5.425,4.759375,6.7375
TXNOY,Female,ser,21,delta,0.3468241046395697,2.679563107391323,5.425,4.759375,6.7375
TXNOY,Female,ser,22,delta,0.28701055902204375,2.8053019805523274,5.425,4.759375,6.7375
TXNOY,Female,ser,23,delta,0.2581838906449838,2.761228176898082,5.425,4.759375,6.7375
TXNOY,Female,ser,24,delta,0.2806536794265506,2.5849642054214788,5.425,4.759375,6.7375
TXNOY,Female,ser,25,delta,0.3335130983504224,2.427527002100292,5.425,4.759375,6.7375
TXNOY,Female,ser,26,delta,0.36712852496495874,2.443859278629397,5.425,4.759375,6.7375
TXNOY,Female,ser,27,delta,0.3534312482827562,2.607114375496083,5.425,4.759375,6.7375
TXNOY,Female,ser,28,delta,0.31537232521976977,2.724966219267607,5.425,4.759375,6.7375
TXNOY,Female,ser,29,delta,0.2543945715986431,2.7115763767843313,5.425,4.759375,6.7375
TXNOY,Female,ser,30,delta,0.17485085241842624,2.67608540832404,5.425,4.759375,6.7375
TXNOY,Female,ser,31,delta,0.11621812850470148,2.7777244991526056,5.425,4.759375,6.7375
TXNOY,Female,ser,32,delta,0.0677067588360778,3.0977847995642955,5.425,4.759375,6.7375
TXNOY,Female,ser,33,delta,-0.00024914194589209515,3.423180422204519,5.425,4.759375,6.7375
TXNOY,Female,ser,34,delta,-0.10165030342472692,3.387716400000161,5.425,4.759375,6.7375
TXNOY,Female,ser,35,delta,-0.20547974590735674,2.97653477674542,5.425,4.759375,6.7375
TXNOY,Female,ser,36,delta,-0.2600831928851548,2.7165482847382068,5.425,4.759375,6.7375
TXNOY,Female,ser,37,delta,-0.26228472449075824,2.979888233631806,5.425,4.759375,6.7375
TXNOY,Female,ser,38,delta,-0.2077906274260135,3.547848547715572,5.425,4.759375,6.7375
TXNOY,Female,ser,39,delta,-0.15809286520515187,3.837411535561116,5.425,4.759375,6.7375
TXNOY,Female,ser,40,delta,-0.19953048542694063,3.5540301695869654,5.425,4.759375,6.7375
TXNOY,Female,ser,41,delta,-0.2528420515681251,3.0613569285003273,5.425,4.759375,6.7375
TXNOY,Female,ser,42,delta,-0.2689721031479242,2.9641873361688775,5.425,4.759375,6.7375
TXNOY,Female,ser,43,delta,-0.2675345506285134,3.366824973307545,5.425,4.759375,6.7375
TXNOY,Female,ser,44,delta,-0.2628426621536235,3.7018806449127144,5.425,4.759375,6.7375
TXNOY,Female,ser,45,delta,-0.2866761622949423,3.406400127673983,5.425,4.759375,6.7375
TXNOY,Female,ser,46,delta,-0.30118034319471665,2.700368738008716,5.425,4.759375,6.7375
TXNOY,Female,ser,47,delta,-0.2953975814178187,2.18873102762138,5.425,4.759375,6.7375
TXNOY,Female,ser,48,delta,-0.3221047182856531,2.186443471050718,5.425,4.759375,6.7375
TXNOY,Female,ser,49,delta,-0.36235486818101537,2.5862673023678044,5.425,4.759375,6.7375
TXNOY,Female,ser,50,delta,-0.33747403835397227,2.9311716079916437,5.425,4.759375,6.7375
TXNOY,Female,ser,51,delta,-0.25780873209668576,2.8558039442961736,5.425,4.759375,6.7375
TXNOY,Female,ser,52,delta,-0.21859565990754337,2.4709532942801564,5.425,4.759375,6.7375
TXNOY,Female,ser,53,delta,-0.2455362990298342,2.1233945751571532,5.425,4.759375,6.7375
TXNOY,Female,ser,54,delta,-0.2959704161579877,2.008817687724552,5.425,4.759375,6.7375
TXNOY,Female,ser,55,delta,-0.3103679334046525,2.0999733316692097,5.425,4.759375,6.7375
TXNOY,Female,ser,56,delta,-0.2514576062059932,2.1877729659295015,5.425,4.759375,6.7375
TXNOY,Female,ser,57,delta,-0.17227259397790418,2.0998585206716913,5.425,4.759375,6.7375
TXNOY,Female,ser,58,delta,-0.13840685805273134,1.9133999548008087,5.425,4.759375,6.7375
TXNOY,Female,ser,59,delta,-0.039261716958868265,0.5147986944810564,5.425,4.759375,6.7375
TXNOY,Female,ser,0,theta,0.010025959147176522,11.148444428039948,5.425,4.759375,6.7375
TXNOY,Female,ser,1,theta,0.03738175289475443,11.477306400768509,5.425,4.759375,6.7375
TXNOY,Female,ser,2,theta,-0.0176813329626615,11.940614002568175,5.425,4.759375,6.7375
TXNOY,Female,ser,3,theta,-0.13793463613204615,12.329040089619555,5.425,4.759375,6.7375
TXNOY,Female,ser,4,theta,-0.21760837929984156,12.62891745151148,5.425,4.759375,6.7375
TXNOY,Female,ser,5,theta,-0.18244603493295308,12.921612155805905,5.425,4.759375,6.7375
TXNOY,Female,ser,6,theta,-0.07264842727520282,13.329604183812485,5.425,4.759375,6.7375
TXNOY,Female,ser,7,theta,0.022068412583100994,13.891479501621529,5.425,4.759375,6.7375
TXNOY,Female,ser,8,theta,0.0397924275130368,14.284764745012744,5.425,4.759375,6.7375
TXNOY,Female,ser,9,theta,-0.015775641386969852,14.244455933902014,5.425,4.759375,6.7375
TXNOY,Female,ser,10,theta,-0.0975603236809146,13.934645652461782,5.425,4.759375,6.7375
TXNOY,Female,ser,11,theta,-0.14739498636480164,13.574476909008794,5.425,4.759375,6.7375
TXNOY,Female,ser,12,theta,-0.11263860981340201,12.984333615217338,5.425,4.759375,6.7375
TXNOY,Female,ser,13,theta,0.01931793782476454,11.995672251011747,5.425,4.759375,6.7375
TXNOY,Female,ser,14,theta,0.1748332213013004,10.750273899581671,5.425,4.759375,6.7375
TXNOY,Female,ser,15,theta,0.2146921217060882,9.480553974765897,5.425,4.759375,6.7375
TXNOY,Female,ser,16,theta,0.12155343331210844,8.838475420134927,5.425,4.759375,6.7375
TXNOY,Female,ser,17,theta,-0.007672217558523542,9.340077216760758,5.425,4.759375,6.7375
TXNOY,Female,ser,18,theta,-0.10079914094070475,10.524297638106418,5.425,4.759375,6.7375
TXNOY,Female,ser,19,theta,-0.1973062994402799,11.09236460710089,5.425,4.759375,6.7375
TXNOY,Female,ser,20,theta,-0.2343256564925138,10.318384238809749,5.425,4.759375,6.7375
TXNOY,Female,ser,21,theta,-0.10743937154032501,8.880021321999063,5.425,4.759375,6.7375
TXNOY,Female,ser,22,theta,-0.017792405433842973,7.959970470514131,5.425,4.759375,6.7375
TXNOY,Female,ser,23,theta,-0.08577055687897683,8.26277403340909,5.425,4.759375,6.7375
TXNOY,Female,ser,24,theta,-0.15740024587418056,9.356853898731838,5.425,4.759375,6.7375
TXNOY,Female,ser,25,theta,-0.09893651407434234,10.042488454600313,5.425,4.759375,6.7375
TXNOY,Female,ser,26,theta,0.028650692543465084,9.607542745029098,5.425,4.759375,6.7375
TXNOY,Female,ser,27,theta,0.10901666563522028,8.51235869020979,5.425,4.759375,6.7375
TXNOY,Female,ser,28,theta,0.0323184364726119,7.941160133909581,5.425,4.759375,6.7375
TXNOY,Female,ser,29,theta,-0.13721818264679264,8.635698438661791,5.425,4.759375,6.7375
TXNOY,Female,ser,30,theta,-0.3025871552619446,10.051087955495701,5.425,4.759375,6.7375
TXNOY,Female,ser,31,theta,-0.4490572756776743,11.011084122611711,5.425,4.759375,6.7375
TXNOY,Female,ser,32,theta,-0.4502721401198375,10.775947459497113,5.425,4.759375,6.7375
TXNOY,Female,ser,33,theta,-0.25252279035343683,9.502868255249366,5.425,4.759375,6.7375
TXNOY,Female,ser,34,theta,0.06164570726150487,8.167109967062943,5.425,4.759375,6.7375
TXNOY,Female,ser,35,theta,0.2905703585588686,8.277372068449463,5.425,4.759375,6.7375
TXNOY,Female,ser,36,theta,0.21027499797485483,10.037985855469378,5.425,4.759375,6.7375
TXNOY,Female,ser,37,theta,-0.026933242164615123,11.862988238926672,5.425,4.759375,6.7375
TXNOY,Female,ser,38,theta,-0.1323247675345307,12.20652807083981,5.425,4.759375,6.7375
TXNOY,Female,ser,39,theta,-0.08723540887991277,10.916707426367322,5.425,4.759375,6.7375
TXNOY,Female,ser,40,theta,0.03522204269122042,9.501390027097317,5.425,4.759375,6.7375
TXNOY,Female,ser,41,theta,0.05019102080473736,9.610614016858138,5.425,4.759375,6.7375
TXNOY,Female,ser,42,theta,-0.15895074156599343,11.09311513114323,5.425,4.759375,6.7375
TXNOY,Female,ser,43,theta,-0.37042166080029126,12.158041179478428,5.425,4.759375,6.7375
TXNOY,Female,ser,44,theta,-0.34432727352320924,11.340614388270179,5.425,4.759375,6.7375
TXNOY,Female,ser,45,theta,-0.07304488289194921,9.496833588999037,5.425,4.759375,6.7375
TXNOY,Female,ser,46,theta,0.16775855412749685,8.634989176405872,5.425,4.759375,6.7375
TXNOY,Female,ser,47,theta,0.11116488191925278,9.25879040629565,5.425,4.759375,6.7375
TXNOY,Female,ser,48,theta,-0.10128887936095943,10.430977355603046,5.425,4.759375,6.7375
TXNOY,Female,ser,49,theta,-0.17125497899970554,10.967673489020441,5.425,4.759375,6.7375
TXNOY,Female,ser,50,theta,-0.0092326241531282,10.28261532268201,5.425,4.759375,6.7375
TXNOY,Female,ser,51,theta,0.175223664451579,9.006471399468166,5.425,4.759375,6.7375
TXNOY,Female,ser,52,theta,0.16112286924562014,8.279576959019721,5.425,4.759375,6.7375
TXNOY,Female,ser,53,theta,-0.02292250419283448,8.380042833126103,5.425,4.759375,6.7375
TXNOY,Female,ser,54,theta,-0.18440386184319024,8.923492479657547,5.425,4.759375,6.7375
TXNOY,Female,ser,55,theta,-0.14664476912470015,9.369463276059104,5.425,4.759375,6.7375
TXNOY,Female,ser,56,theta,0.08247439911167298,9.272112482852306,5.425,4.759375,6.7375
TXNOY,Female,ser,57,theta,0.24213444470579937,8.786227042781439,5.425,4.759375,6.7375
TXNOY,Female,ser,58,theta,0.17871886020809136,8.370677227026869,5.425,4.759375,6.7375
TXNOY,Female,ser,59,theta,0.02155158817544489,2.356588503872044,5.425,4.759375,6.7375
TXNOY,Female,ser,0,alpha,-0.9959017069556175,21.16321555772372,5.425,4.759375,6.7375
TXNOY,Female,ser,1,alpha,-0.7757425160233709,20.808845782437487,5.425,4.759375,6.7375
TXNOY,Female,ser,2,alpha,-0.7409668368245654,19.70192056036629,5.425,4.759375,6.7375
TXNOY,Female,ser,3,alpha,-0.8980649004350738,19.321334022572515,5.425,4.759375,6.7375
TXNOY,Female,ser,4,alpha,-1.054996760895765,19.958726281402996,5.425,4.759375,6.7375
TXNOY,Female,ser,5,alpha,-0.9703026297846797,21.041924828665685,5.425,4.759375,6.7375
TXNOY,Female,ser,6,alpha,-0.6329457890163575,21.43652699340696,5.425,4.759375,6.7375
TXNOY,Female,ser,7,alpha,-0.3277527030663876,20.630475171463736,5.425,4.759375,6.7375
TXNOY,Female,ser,8,alpha,-0.18832101551689817,19.922021950844282,5.425,4.759375,6.7375
TXNOY,Female,ser,9,alpha,-0.04287143411913519,20.612097122404634,5.425,4.759375,6.7375
TXNOY,Female,ser,10,alpha,0.2504858630559319,22.534144687818227,5.425,4.759375,6.7375
TXNOY,Female,ser,11,alpha,0.5838699707688271,24.296991416991595,5.425,4.759375,6.7375
TXNOY,Female,ser,12,alpha,0.7229424806337157,24.656593736195617,5.425,4.759375,6.7375
TXNOY,Female,ser,13,alpha,0.498133213625362,23.8290547486053,5.425,4.759375,6.7375
TXNOY,Female,ser,14,alpha,0.09036818181870032,24.002717024184165,5.425,4.759375,6.7375
TXNOY,Female,ser,15,alpha,-0.01601182885345409,26.2047113423559,5.425,4.759375,6.7375
TXNOY,Female,ser,16,alpha,0.23959016192686278,28.497801420445647,5.425,4.759375,6.7375
TXNOY,Female,ser,17,alpha,0.47021377868986036,28.47208964292566,5.425,4.759375,6.7375
TXNOY,Female,ser,18,alpha,0.21857285812722793,25.990039343704865,5.425,4.759375,6.7375
TXNOY,Female,ser,19,alpha,-0.5955852916416511,23.485910858541857,5.425,4.759375,6.7375
TXNOY,Female,ser,20,alpha,-1.44924258305565,23.08504098534123,5.425,4.759375,6.7375
TXNOY,Female,ser,21,alpha,-1.9760342334373284,24.386241446094434,5.425,4.759375,6.7375
TXNOY,Female,ser,22,alpha,-2.0202747968187786,25.427919379064186,5.425,4.759375,6.7375
TXNOY,Female,ser,23,alpha,-1.6962735967181928,24.81703410913814,5.425,4.759375,6.7375
TXNOY,Female,ser,24,alpha,-1.470029538244681,22.947325843079135,5.425,4.759375,6.7375
TXNOY,Female,ser,25,alpha,-1.6332676647449418,21.355865438092074,5.425,4.759375,6.7375
TXNOY,Female,ser,26,alpha,-1.8963624318294414,21.012091414241155,5.425,4.759375,6.7375
TXNOY,Female,ser,27,alpha,-1.9308898578595368,21.59262826333073,5.425,4.759375,6.7375
TXNOY,Female,ser,28,alpha,-1.697314388181102,21.970241317330515,5.425,4.759375,6.7375
TXNOY,Female,ser,29,alpha,-1.377557947462492,21.375572721511674,5.425,4.759375,6.7375
TXNOY,Female,ser,30,alpha,-1.1602612865660085,20.004907991153225,5.425,4.759375,6.7375
TXNOY,Female,ser,31,alpha,-0.9577935159687598,18.300247908868027,5.425,4.759375,6.7375
TXNOY,Female,ser,32,alpha,-0.7280868070693387,16.7923789647055,5.425,4.759375,6.7375
TXNOY,Female,ser,33,alpha,-0.6294959184233004,16.242073575816946,5.425,4.759375,6.7375
TXNOY,Female,ser,34,alpha,-0.6802905064267826,17.186284073104318,5.425,4.759375,6.7375
TXNOY,Female,ser,35,alpha,-0.7190374251408969,18.63504245202656,5.425,4.759375,6.7375
TXNOY,Female,ser,36,alpha,-0.5297019551684485,18.83983865853525,5.425,4.759375,6.7375
TXNOY,Female,ser,37,alpha,-0.1298453762208318,17.482808237587392,5.425,4.759375,6.7375
TXNOY,Female,ser,38,alpha,0.05721239821925295,15.882820129248051,5.425,4.759375,6.7375
TXNOY,Female,ser,39,alpha,-0.16345753883932446,15.67115410017568,5.425,4.759375,6.7375
TXNOY,Female,ser,40,alpha,-0.47509241207416153,16.975909563579837,5.425,4.759375,6.7375
TXNOY,Female,ser,41,alpha,-0.5805804189389008,18.188910031997864,5.425,4.759375,6.7375
TXNOY,Female,ser,42,alpha,-0.3751150306501323,17.897381030709155,5.425,4.759375,6.7375
TXNOY,Female,ser,43,alpha,-0.06675528101421335,16.375235710609843,5.425,4.759375,6.7375
TXNOY,Female,ser,44,alpha,0.0073586161389513904,15.178087995793035,5.425,4.759375,6.7375
TXNOY,Female,ser,45,alpha,-0.14188078600374077,15.38070806321413,5.425,4.759375,6.7375
TXNOY,Female,ser,46,alpha,-0.2043888521230226,16.374964107651437,5.425,4.759375,6.7375
TXNOY,Female,ser,47,alpha,-0.063695099971806,17.09101961045696,5.425,4.759375,6.7375
TXNOY,Female,ser,48,alpha,0.1739954365803662,17.086727990943643,5.425,4.759375,6.7375
TXNOY,Female,ser,49,alpha,0.3464084055795489,16.608016482147136,5.425,4.759375,6.7375
TXNOY,Female,ser,50,alpha,0.33633246187066135,16.19093460632437,5.425,4.759375,6.7375
TXNOY,Female,ser,51,alpha,0.21452042093508794,16.22252023899895,5.425,4.759375,6.7375
TXNOY,Female,ser,52,alpha,0.2440804164022623,16.732789048515354,5.425,4.759375,6.7375
TXNOY,Female,ser,53,alpha,0.44524352969266445,17.477569926524158,5.425,4.759375,6.7375
TXNOY,Female,ser,54,alpha,0.5855482511560037,18.143370438248272,5.425,4.759375,6.7375
TXNOY,Female,ser,55,alpha,0.5527115751307292,18.43769105070519,5.425,4.759375,6.7375
TXNOY,Female,ser,56,alpha,0.37309198347953654,18.394272567474093,5.425,4.759375,6.7375
TXNOY,Female,ser,57,alpha,0.19728001246995852,18.41491897979315,5.425,4.759375,6.7375
TXNOY,Female,ser,58,alpha,0.20858714352433694,18.620306374276087,5.425,4.759375,6.7375
TXNOY,Female,ser,59,alpha,0.08445887448848577,5.334265059926272,5.425,4.759375,6.7375
TXNOY,Female,ser,0,beta,1.0657874631627493,29.11846743062064,5.425,4.759375,6.7375
TXNOY,Female,ser,1,beta,0.804748742089533,29.23197250752245,5.425,4.759375,6.7375
TXNOY,Female,ser,2,beta,0.7387444456918608,29.61771790468277,5.425,4.759375,6.7375
TXNOY,Female,ser,3,beta,0.929815875158198,29.441185120446832,5.425,4.759375,6.7375
TXNOY,Female,ser,4,beta,1.1545983283617005,28.657761750126355,5.425,4.759375,6.7375
TXNOY,Female,ser,5,beta,1.080266880114106,27.73408637488504,5.425,4.759375,6.7375
TXNOY,Female,ser,6,beta,0.6499601989900263,27.37162219904408,5.425,4.759375,6.7375
TXNOY,Female,ser,7,beta,0.1723460784914259,27.724562973148366,5.425,4.759375,6.7375
TXNOY,Female,ser,8,beta,-0.11047012992538541,27.879411418629644,5.425,4.759375,6.7375
TXNOY,Female,ser,9,beta,-0.24109718869242514,27.144099009490485,5.425,4.759375,6.7375
TXNOY,Female,ser,10,beta,-0.3534883640924633,25.862414708845915,5.425,4.759375,6.7375
TXNOY,Female,ser,11,beta,-0.49781500582488647,25.236051375836173,5.425,4.759375,6.7375
TXNOY,Female,ser,12,beta,-0.5986523797069765,26.488177822550853,5.425,4.759375,6.7375
TXNOY,Female,ser,13,beta,-0.4948667372768867,29.044345338863707,5.425,4.759375,6.7375
TXNOY,Female,ser,14,beta,-0.2519265997886606,30.030946987977543,5.425,4.759375,6.7375
TXNOY,Female,ser,15,beta,-0.17607630650794448,28.502076142282945,5.425,4.759375,6.7375
TXNOY,Female,ser,16,beta,-0.3129428079931458,26.5024903493684,5.425,4.759375,6.7375
TXNOY,Female,ser,17,beta,-0.40571400690583914,26.442737198371216,5.425,4.759375,6.7375
TXNOY,Female,ser,18,beta,-0.05409844252798379,28.720265054773208,5.425,4.759375,6.7375
TXNOY,Female,ser,19,beta,0.8565203449522656,31.28572936642354,5.425,4.759375,6.7375
TXNOY,Female,ser,20,beta,1.753186078586559,32.16805935559801,5.425,4.759375,6.7375
TXNOY,Female,ser,21,beta,2.186694182900183,31.456810471630092,5.425,4.759375,6.7375
TXNOY,Female,ser,22,beta,2.082337494754313,30.605698318277916,5.425,4.759375,6.7375
TXNOY,Female,ser,23,beta,1.6320619358752424,30.775643230202498,5.425,4.759375,6.7375
TXNOY,Female,ser,24,beta,1.3182073014813938,31.937258069124198,5.425,4.759375,6.7375
TXNOY,Female,ser,25,beta,1.4732427665342342,33.22974729684007,5.425,4.759375,6.7375
TXNOY,Female,ser,26,beta,1.7486502870071092,33.99928564840788,5.425,4.759375,6.7375
TXNOY,Female,ser,27,beta,1.7045156294685313,34.05902153363124,5.425,4.759375,6.7375
TXNOY,Female,ser,28,beta,1.3738760299011545,33.80362872087139,5.425,4.759375,6.7375
TXNOY,Female,ser,29,beta,1.0653268552093138,33.95170151374824,5.425,4.759375,6.7375
TXNOY,Female,ser,30,beta,1.0440969750788867,34.90838377802045,5.425,4.759375,6.7375
TXNOY,Female,ser,31,beta,1.0937797569478178,36.72498644160346,5.425,4.759375,6.7375
TXNOY,Female,ser,32,beta,0.9477318258238085,38.8236397462895,5.425,4.759375,6.7375
TXNOY,Female,ser,33,beta,0.7384918499040012,40.04330136803215,5.425,4.759375,6.7375
TXNOY,Female,ser,34,beta,0.5948924296874836,39.44362800248173,5.425,4.759375,6.7375
TXNOY,Female,ser,35,beta,0.5320585293787019,37.5672536828066,5.425,4.759375,6.7375
TXNOY,Female,ser,36,beta,0.4360822128719377,36.28201640531205,5.425,4.759375,6.7375
TXNOY,Female,ser,37,beta,0.20618809687893958,36.62613964582266,5.425,4.759375,6.7375
TXNOY,Female,ser,38,beta,0.06968966498464368,37.98765535146579,5.425,4.759375,6.7375
TXNOY,Female,ser,39,beta,0.21782028595951886,38.95954636777713,5.425,4.759375,6.7375
TXNOY,Female,ser,40,beta,0.4645910067405694,38.66669138348044,5.425,4.759375,6.7375
TXNOY,Female,ser,41,beta,0.6216226135846128,37.5931261535824,5.425,4.759375,6.7375
TXNOY,Female,ser,42,beta,0.6512914446508091,36.89962062994066,5.425,4.759375,6.7375
TXNOY,Female,ser,43,beta,0.5937080408127855,37.48231319280437,5.425,4.759375,6.7375
TXNOY,Female,ser,44,beta,0.5253957909759421,39.348343787838004,5.425,4.759375,6.7375
TXNOY,Female,ser,45,beta,0.4501000200105665,41.08002477836168,5.425,4.759375,6.7375
TXNOY,Female,ser,46,beta,0.32344781587703153,41.28878685208412,5.425,4.759375,6.7375
TXNOY,Female,ser,47,beta,0.27901071976054226,40.005775917434505,5.425,4.759375,6.7375
TXNOY,Female,ser,48,beta,0.31307013009114115,38.294062133929444,5.425,4.759375,6.7375
TXNOY,Female,ser,49,beta,0.20727627882092037,37.534001354928535,5.425,4.759375,6.7375
TXNOY,Female,ser,50,beta,-0.08827642369500666,38.615813515005456,5.425,4.759375,6.7375
TXNOY,Female,ser,51,beta,-0.28432764001856725,40.51592498847336,5.425,4.759375,6.7375
TXNOY,Female,ser,52,beta,-0.2372430397840759,41.08638781743519,5.425,4.759375,6.7375
TXNOY,Female,ser,53,beta,-0.0513433573435762,39.76163026462377,5.425,4.759375,6.7375
TXNOY,Female,ser,54,beta,0.12005690407983138,37.680292221825,5.425,4.759375,6.7375
TXNOY,Female,ser,55,beta,0.024802702043842828,36.756992938324906,5.425,4.759375,6.7375
TXNOY,Female,ser,56,beta,-0.3070237801366176,37.83268817681156,5.425,4.759375,6.7375
TXNOY,Female,ser,57,beta,-0.437536474205956,39.22784116824624,5.425,4.759375,6.7375
TXNOY,Female,ser,58,beta,-0.3057375197802159,39.51264212712772,5.425,4.759375,6.7375
TXNOY,Female,ser,59,beta,-0.058383687773623905,11.120793519173548,5.425,4.759375,6.7375
TXNOY,Female,ser,0,gamma,0.0581068397655784,30.717068046739318,5.425,4.759375,6.7375
TXNOY,Female,ser,1,gamma,-0.009346680296459908,30.934572170154752,5.425,4.759375,6.7375
TXNOY,Female,ser,2,gamma,0.10235953147934396,31.411841412067265,5.425,4.759375,6.7375
TXNOY,Female,ser,3,gamma,0.2872416535826723,31.438781618335728,5.425,4.759375,6.7375
TXNOY,Female,ser,4,gamma,0.3575861172191104,31.048637107741698,5.425,4.759375,6.7375
TXNOY,Female,ser,5,gamma,0.23948200604975511,30.617402812955106,5.425,4.759375,6.7375
TXNOY,Female,ser,6,gamma,0.09660397247301233,30.60720736790646,5.425,4.759375,6.7375
TXNOY,Female,ser,7,gamma,0.12449613117614433,30.993373038656376,5.425,4.759375,6.7375
TXNOY,Female,ser,8,gamma,0.2807493404555963,31.171019803511918,5.425,4.759375,6.7375
TXNOY,Female,ser,9,gamma,0.3665846170744054,30.98092245854668,5.425,4.759375,6.7375
TXNOY,Female,ser,10,gamma,0.2669999906436473,30.60322734974061,5.425,4.759375,6.7375
TXNOY,Female,ser,11,gamma,0.07029078910874631,30.32123065475796,5.425,4.759375,6.7375
TXNOY,Female,ser,12,gamma,-0.06738162329407871,30.346653481277635,5.425,4.759375,6.7375
TXNOY,Female,ser,13,gamma,-0.11168061337028234,30.790118409791276,5.425,4.759375,6.7375
TXNOY,Female,ser,14,gamma,-0.12068300359986495,31.537407417060706,5.425,4.759375,6.7375
TXNOY,Female,ser,15,gamma,-0.15919055691303896,32.29229926666579,5.425,4.759375,6.7375
TXNOY,Female,ser,16,gamma,-0.21203908482638667,32.620414193841796,5.425,4.759375,6.7375
TXNOY,Female,ser,17,gamma,-0.23181336923475726,32.14721004199045,5.425,4.759375,6.7375
TXNOY,Female,ser,18,gamma,-0.28880389440352516,31.150285969297244,5.425,4.759375,6.7375
TXNOY,Female,ser,19,gamma,-0.44381456268842356,30.549420972520757,5.425,4.759375,6.7375
TXNOY,Female,ser,20,gamma,-0.6102629634831516,30.843677608858158,5.425,4.759375,6.7375
TXNOY,Female,ser,21,gamma,-0.6750589880578204,31.62374016080588,5.425,4.759375,6.7375
TXNOY,Female,ser,22,gamma,-0.5348642995889001,32.245813430174344,5.425,4.759375,6.7375
TXNOY,Female,ser,23,gamma,-0.2429582130408292,32.30618050163014,5.425,4.759375,6.7375
TXNOY,Female,ser,24,gamma,-0.05370795757570335,31.966202052047322,5.425,4.759375,6.7375
TXNOY,Female,ser,25,gamma,-0.16555420858360037,31.744951101159618,5.425,4.759375,6.7375
TXNOY,Female,ser,26,gamma,-0.3796475405664488,31.84707591996979,5.425,4.759375,6.7375
TXNOY,Female,ser,27,gamma,-0.37625335844532515,32.187505870709906,5.425,4.759375,6.7375
TXNOY,Female,ser,28,gamma,-0.1219015357379476,32.41000701991574,5.425,4.759375,6.7375
TXNOY,Female,ser,29,gamma,0.16349745879220734,31.990188624625972,5.425,4.759375,6.7375
TXNOY,Female,ser,30,gamma,0.2569947420700309,30.94995969129782,5.425,4.759375,6.7375
TXNOY,Female,ser,31,gamma,0.20809686679134387,29.849421675663862,5.425,4.759375,6.7375
TXNOY,Female,ser,32,gamma,0.15864896587498478,29.27149346582464,5.425,4.759375,6.7375
TXNOY,Female,ser,33,gamma,0.1509986159806722,29.58498955359086,5.425,4.759375,6.7375
TXNOY,Female,ser,34,gamma,0.1644167663807501,30.594305869790112,5.425,4.759375,6.7375
TXNOY,Female,ser,35,gamma,0.16459932150559098,31.285896999147447,5.425,4.759375,6.7375
TXNOY,Female,ser,36,gamma,0.20198428602458307,30.85133754237325,5.425,4.759375,6.7375
TXNOY,Female,ser,37,gamma,0.25826316515971826,29.784773609962187,5.425,4.759375,6.7375
TXNOY,Female,ser,38,gamma,0.2632776596545483,29.12866576146069,5.425,4.759375,6.7375
TXNOY,Female,ser,39,gamma,0.25551374688058104,29.3979366834416,5.425,4.759375,6.7375
TXNOY,Female,ser,40,gamma,0.24898774777918575,30.08720942287681,5.425,4.759375,6.7375
TXNOY,Female,ser,41,gamma,0.24499267599405172,30.257967934095845,5.425,4.759375,6.7375
TXNOY,Female,ser,42,gamma,0.24628695974371695,29.735085555157927,5.425,4.759375,6.7375
