participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
6HARB,Male,jmi,27,delta,0.12512918041311005,3.4426107795024747,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,28,delta,-0.009545919923466428,3.400335941359944,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,29,delta,-0.14400872917771457,3.3827700855050615,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,30,delta,-0.1651630980677936,3.3138809312424637,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,31,delta,-0.056197361843001836,3.2121650622351465,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,32,delta,0.052863889657456475,3.074266675235008,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,33,delta,0.035194944279593354,2.9701561957742255,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,34,delta,-0.0772832599464266,3.026992671455429,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,35,delta,-0.17857491406167014,3.2175122823052313,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,36,delta,-0.18978204364628493,3.3819504798340763,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,37,delta,-0.09988727938465392,3.302080621141566,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,38,delta,-0.06022322834644722,2.9838657395891817,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,39,delta,-0.16444781110987794,2.718378389611792,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,40,delta,-0.30619305217278514,2.695482731987645,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,41,delta,-0.35700412773804047,2.799600259390738,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,42,delta,-0.2397533239068097,2.8596323263665235,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,43,delta,-0.057946874478918886,2.869917504425981,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,44,delta,-0.023305015378568772,2.9897053793543646,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,45,delta,-0.16790391885906386,3.312364145807028,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,46,delta,-0.40275374917789275,3.702167007880901,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,47,delta,-0.5903439170948603,3.9294853338300966,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,48,delta,-0.5690315423775436,3.9631340218588615,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,49,delta,-0.40749783087396896,4.009607639344472,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,50,delta,-0.3281488546823317,4.172598874796752,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,51,delta,-0.36204878364368565,4.316137151876481,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,52,delta,-0.4136855677697824,4.261044090386714,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,53,delta,-0.40114907821658097,4.11911229959823,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,54,delta,-0.30519226715140935,4.194813218489449,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,55,delta,-0.17255080923325128,4.50068273827009,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,56,delta,-0.06645870239149154,4.822285311127747,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,57,delta,-0.002761839575351921,4.9950502873351645,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,58,delta,0.06747495638823686,4.980232928707028,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,59,delta,0.03893221914229916,1.3996649715455964,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,0,theta,-0.0638898872251481,18.494155469307884,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,1,theta,-0.06555277517095703,19.83578497260161,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,2,theta,-0.12632397381223726,21.2033305749357,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,3,theta,-0.17509170736835955,21.765683539903932,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,4,theta,-0.10493900446564197,21.30138563795918,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,5,theta,0.11638014535303398,20.535726951689604,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,6,theta,0.245544620712554,20.72908557137047,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,7,theta,0.13568630140262528,21.906353141278963,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,8,theta,-0.02963185268390589,22.881020944378882,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,9,theta,-0.0220092831176828,22.856644232411846,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,10,theta,0.18454506580867047,21.96874432345161,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,11,theta,0.3593920121582457,21.15329528042512,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,12,theta,0.26924210937849935,21.226432416475113,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,13,theta,0.04487211159018756,21.699770144550186,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,14,theta,-0.007283539090760627,21.58172375400693,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,15,theta,0.21870215846636398,20.696209597934146,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,16,theta,0.5932361986779711,19.469208075819196,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,17,theta,0.8431399871914991,18.269870789953107,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,18,theta,0.7788945594737822,17.215436011084932,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,19,theta,0.4740204474643228,16.29074731873552,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,20,theta,0.14629280069989647,15.533412936532994,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,21,theta,-0.0712906593097955,15.117939641609752,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,22,theta,-0.08264682298934467,14.951052578381569,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,23,theta,0.07962363215582968,14.918367095608104,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,24,theta,0.22906708239988127,15.102532399457672,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,25,theta,0.1754970620488887,15.418456711977829,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,26,theta,-0.06214472823428885,15.583231995695556,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,27,theta,-0.36252012306099246,15.175326350305241,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,28,theta,-0.5895018409865056,14.169445583317827,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,29,theta,-0.6241887662607013,13.406570771976877,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,30,theta,-0.6061822313498499,13.664083410761979,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,31,theta,-0.6628140741940118,14.757256086612795,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,32,theta,-0.6699300995752804,15.61050663784803,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,33,theta,-0.6570400117048063,15.283056426345773,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,34,theta,-0.6386963640233585,14.123885511873214,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,35,theta,-0.5611146810681884,13.371314951986095,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,36,theta,-0.45345127901266835,13.79562120939145,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,37,theta,-0.266428875678141,14.924324834498723,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,38,theta,-0.1807335567085584,15.560817235236904,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,39,theta,-0.29070978189595564,15.130362175341386,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,40,theta,-0.3255090627998083,14.060904049271997,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,41,theta,-0.15033814708266569,13.139164205277135,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,42,theta,0.19521801142791873,12.882524505495718,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,43,theta,0.46551160364195,13.245889524662784,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,44,theta,0.4966593744347687,13.880136469671251,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,45,theta,0.4616777571303494,14.437491104389842,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,46,theta,0.5369819745487945,14.508067854587118,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,47,theta,0.7622292279071683,13.966297657770069,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,48,theta,0.9362748425667071,13.417328007740522,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,49,theta,0.7923518726575338,13.588914765903976,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,50,theta,0.5498494142821144,14.4319333872123,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,51,theta,0.4843718675007107,15.230477353794381,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,52,theta,0.6467358914335897,15.188156545750182,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,53,theta,0.892158232966759,14.342979201125832,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,54,theta,0.9671642634558104,13.6807522772212,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,55,theta,0.9002210320600916,13.848265711944917,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,56,theta,0.8788246107431466,14.622338496826849,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,57,theta,0.9952170235165383,15.444383364320352,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,58,theta,1.2163745561575006,15.763602047501106,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,59,theta,0.3637227965336507,4.461144257483836,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,0,alpha,0.08874085945994281,20.41435534082424,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,1,alpha,0.12195184266395387,21.29762051256219,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,2,alpha,0.2398903446807381,21.391281327895122,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,3,alpha,0.21084676472272434,20.846535853836706,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,4,alpha,-0.0793322798114886,20.092301224181718,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,5,alpha,-0.5291560917303215,19.814733630350432,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,6,alpha,-0.8866735839274043,20.42359062786783,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,7,alpha,-0.9763637442913691,21.36045151412708,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,8,alpha,-0.9408440798772517,21.77603779635312,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,9,alpha,-1.016335907818796,21.47670524975981,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,10,alpha,-1.1616884614773895,21.03841778875479,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,11,alpha,-1.1947940511702697,21.299948778888698,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,12,alpha,-1.0604021755525679,22.430979039735263,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,13,alpha,-0.7949771710990454,23.613101663914552,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,14,alpha,-0.6007555554635395,24.003698544243846,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,15,alpha,-0.6343851218504994,23.52051940733227,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,16,alpha,-0.7399357559276076,22.68376917196848,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,17,alpha,-0.6882306364686812,22.56528898821282,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,18,alpha,-0.4285183513780524,23.77544369698544,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,19,alpha,-0.06378761332054239,25.59633964627603,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,20,alpha,0.2073047800986032,27.11645881552308,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,21,alpha,0.3438896218662286,27.710314690658244,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,22,alpha,0.4763513374282873,27.066449134122326,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,23,alpha,0.678222947924187,25.790145544919113,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,24,alpha,0.8515240445392962,24.82701269090439,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,25,alpha,0.944367187315283,24.424671297449294,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,26,alpha,1.050763622314193,24.487442646299257,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,27,alpha,1.3217417570569125,24.906619377254785,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,28,alpha,1.7205676197242745,25.425629471970883,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,29,alpha,1.9767407986971648,25.776302621545966,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,30,alpha,1.8108759406349932,26.014346499215765,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,31,alpha,1.2443519773354161,26.569221348423383,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,32,alpha,0.7785550325236166,27.772779850412466,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,33,alpha,0.7563842792165048,29.00471910420054,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,34,alpha,0.9345647710981417,29.124233216620993,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,35,alpha,1.0659595597574345,28.002885952084874,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,36,alpha,0.9931860777561461,26.785690429887698,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,37,alpha,0.6245440108085667,27.012908329911554,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,38,alpha,0.43359585204308004,28.967677703961876,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,39,alpha,0.4815643545702244,31.00422479992659,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,40,alpha,0.37638164411418984,31.72757057110781,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,41,alpha,0.0637937814672398,31.54684180467642,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,42,alpha,-0.49785923250706077,31.78536213990528,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,43,alpha,-0.9841902909164588,32.83817084194335,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,44,alpha,-0.9805327970923443,33.76909740587807,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,45,alpha,-0.8246660641743162,33.537881027523994,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,46,alpha,-0.7019639867022747,32.05909917565784,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,47,alpha,-0.4960496996888857,30.34976545173205,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,48,alpha,-0.31325961155790694,29.571743734448397,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,49,alpha,-0.11356018930421996,29.559291378121202,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,50,alpha,0.1264114851980871,29.3803987872345,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,51,alpha,0.1613977195492815,28.7399221263829,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,52,alpha,-0.013489575523792041,28.244096316047845,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,53,alpha,-0.22357901532067714,28.43203134493107,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,54,alpha,-0.2744911001447967,28.666898583307095,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,55,alpha,-0.11362800476871371,28.109984255506653,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,56,alpha,0.08427001108968213,26.65775055665744,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,57,alpha,0.030858580509935507,24.859217310744842,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,58,alpha,-0.4963523064730566,23.671856041836115,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,59,alpha,-0.2759082868356897,6.667304524149349,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,0,beta,0.011066827866738294,26.655657797418467,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,1,beta,0.0692492754296552,24.83541397577578,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,2,beta,0.20261995440975156,23.438889929645956,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,3,beta,0.42288972208696407,23.382929665002635,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,4,beta,0.5744864369667866,24.649088307704147,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,5,beta,0.5177443235580874,25.97881571403098,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,6,beta,0.5022065846170243,25.636678485903666,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,7,beta,0.7323757988035702,23.91952573756182,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,8,beta,1.089539461001337,22.65012312852665,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,9,beta,1.3330024748208622,22.778315819936786,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,10,beta,1.2247345071243956,23.861442001507804,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,11,beta,0.8685666280194297,24.531393303239422,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,12,beta,0.6874593342449877,23.931321463013994,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,13,beta,0.7306720622273559,22.938671145680047,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,14,beta,0.734409190606705,22.841504728981302,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,15,beta,0.5630524638181136,23.787243912874835,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,16,beta,0.22570274485556396,25.050228836920788,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,17,beta,-0.13968413619344133,25.705426457782693,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,18,beta,-0.39129940654934003,25.44032085384628,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,19,beta,-0.5498160061921027,24.796258351781134,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,20,beta,-0.655971094739165,24.301881436015933,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,21,beta,-0.6758958864056446,24.195116623733746,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,22,beta,-0.7301941859960799,24.84801485963567,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,23,beta,-0.9602963334161849,25.954291497393182,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,24,beta,-1.2611484972207485,26.659733894873412,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,25,beta,-1.4603605224803111,26.847010263934727,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,26,beta,-1.5248365210439836,27.010536298747652,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,27,beta,-1.5205096599780212,27.4966733555921,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,28,beta,-1.535128117665586,27.95133654108043,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,29,beta,-1.5766785883571792,27.718859541493757,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,30,beta,-1.3740742775077806,26.64521489333974,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,31,beta,-0.908836660488582,25.148357369587565,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,32,beta,-0.6183974949941771,24.12350022874761,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,33,beta,-0.491671528663403,24.277588848134208,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,34,beta,-0.32692678996907176,25.452099426824176,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,35,beta,-0.18829627962403706,26.745356306311308,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,36,beta,-0.10178310438289984,27.15987568157137,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,37,beta,-0.11887098885243574,26.280240558011165,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,38,beta,-0.21250973463490297,24.667005477342254,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,39,beta,-0.008926487515100945,23.686138675942995,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,40,beta,0.4442019427459343,24.175014092780643,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,41,beta,0.7470055853250059,25.394649973310138,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,42,beta,0.8525582113473114,25.59516151761246,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,43,beta,0.8152310467192052,24.105672579241883,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,44,beta,0.6787383109391101,22.068442011433888,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,45,beta,0.7763722200470866,21.196617324028402,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,46,beta,0.9885060242136063,22.486178021973537,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,47,beta,0.8749331182697979,25.094230620476488,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,48,beta,0.5188271820550661,26.533050325534084,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,49,beta,0.1924653097233886,25.725195562544954,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,50,beta,0.004655627449650979,24.11067746449903,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,51,beta,0.12734832025427423,23.523431061943235,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,52,beta,0.3409910146590036,24.512574463735522,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,53,beta,0.37834460168907924,25.75641329861478,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,54,beta,0.2759595353499833,25.83178413985359,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,55,beta,0.07796933210078194,25.020880315618864,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,56,beta,-0.11073816264377356,24.408735968309546,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,57,beta,-0.14893625624342732,24.56267945637878,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,58,beta,0.013886248410532431,25.307695451483795,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,59,beta,0.0631931438352753,7.322851666143292,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,0,gamma,-0.7485818091359633,29.01839532750945,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,1,gamma,-0.7407769284216101,28.60288920606876,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,2,gamma,-0.7980547538754088,28.701188252784135,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,3,gamma,-0.8663949723180338,28.974724624927774,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,4,gamma,-0.7926239376323245,29.081187116601647,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,5,gamma,-0.4537217778634215,28.735501631182572,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,6,gamma,-0.014540448793439964,28.07596476280861,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,7,gamma,0.22776677368145215,27.537080889579425,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,8,gamma,0.20913985890266318,27.35225034733385,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,9,gamma,0.06696710939804618,27.500442216024233,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,10,gamma,0.021162359612787895,27.727836304837798,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,11,gamma,0.15701014757554788,27.67607386403889,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,12,gamma,0.31430556908062,27.182364433331372,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,13,gamma,0.3055840325851129,26.591218172550047,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,14,gamma,0.12615418703496317,26.44860685538422,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,15,gamma,-0.05917595397943742,26.89787200075586,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,16,gamma,-0.10649706275266624,27.69986823934861,1.4125,9.68125,1.5812499999999998
6HARB,Male,jmi,17,gamma,0.012591205566877761,28.339561694767305,1.4125,9.68125,1.5812499999999998
